InvoiceNo,PO_No,InvoiceSubTotal,InvoiceTax,InvoiceTotal,PO_Amount,ExpectedDate,PaymentDueDate,VendorName,Invoice_LineItems,PO_LineItems,IsFraud
INV-109681,PO-209681,121.58,0.08,131.31,131.31,2025-08-16 04:03:25.085526,2025-09-15 04:03:25.085526,Vendor_8,ItemList,POList,0
INV-109682,PO-209682,381.72,0.11,433.97,433.97,2025-08-11 04:03:25.085531,2025-09-10 04:03:25.085531,Vendor_7,ItemList,POList,1
INV-109683,PO-209683,837.88,0.11,930.05,930.05,2025-08-11 04:03:25.085536,2025-09-10 04:03:25.085536,Vendor_3,ItemList,POList,0
INV-109684,PO-209684,598.55,0.11,688.77,688.77,2025-09-02 04:03:25.085541,2025-10-02 04:03:25.085541,Vendor_1,ItemList,POList,1
INV-109685,PO-209685,505.52,0.06,535.85,535.85,2025-08-20 04:03:25.085546,2025-09-19 04:03:25.085546,Vendor_14,ItemList,POList,0
INV-109686,PO-209686,356.97,0.13,403.38,403.38,2025-08-05 04:03:25.085551,2025-09-04 04:03:25.085551,Vendor_1,ItemList,POList,0
INV-109687,PO-209687,368.24,0.14,440.47,440.47,2025-09-01 04:03:25.085556,2025-10-01 04:03:25.085556,Vendor_1,ItemList,POList,1
INV-109688,PO-209688,444.79,0.1,527.06,527.06,2025-08-20 04:03:25.085561,2025-09-19 04:03:25.085561,Vendor_11,ItemList,POList,1
INV-109689,PO-209689,852.01,0.12,954.25,954.25,2025-08-07 04:03:25.085566,2025-09-06 04:03:25.085566,Vendor_7,ItemList,POList,0
INV-109690,PO-209690,970.49,0.14,1106.36,1106.36,2025-08-19 04:03:25.085571,2025-09-18 04:03:25.085571,Vendor_3,ItemList,POList,0
INV-109691,PO-209691,494.79,0.11,549.22,549.22,2025-08-29 04:03:25.085576,2025-09-28 04:03:25.085576,Vendor_8,ItemList,POList,0
INV-109692,PO-209692,454.02,0.12,516.56,516.56,2025-09-02 04:03:25.085584,2025-10-02 04:03:25.085584,Vendor_4,ItemList,POList,1
INV-109693,PO-209693,861.9,0.12,1012.76,1012.76,2025-08-10 04:03:25.085594,2025-09-09 04:03:25.085594,Vendor_6,ItemList,POList,1
INV-109694,PO-209694,484.21,0.08,522.95,522.95,2025-08-17 04:03:25.085602,2025-09-16 04:03:25.085602,Vendor_6,ItemList,POList,0
INV-109695,PO-209695,596.82,0.11,710.54,710.54,2025-08-24 04:03:25.085612,2025-09-23 04:03:25.085612,Vendor_2,ItemList,POList,1
INV-109696,PO-209696,307.85,0.13,356.85,356.85,2025-08-12 04:03:25.085618,2025-09-11 04:03:25.085618,Vendor_14,ItemList,POList,1
INV-109697,PO-209697,769.15,0.08,855.21,855.21,2025-08-16 04:03:25.085624,2025-09-15 04:03:25.085624,Vendor_17,ItemList,POList,1
INV-109698,PO-209698,578.79,0.14,659.82,659.82,2025-08-27 04:03:25.085629,2025-09-26 04:03:25.085629,Vendor_4,ItemList,POList,0
INV-109699,PO-209699,828.13,0.11,964.69,964.69,2025-08-18 04:03:25.085634,2025-09-17 04:03:25.085634,Vendor_11,ItemList,POList,1
INV-109700,PO-209700,802.66,0.09,874.9,874.9,2025-08-20 04:03:25.085639,2025-09-19 04:03:25.085639,Vendor_11,ItemList,POList,0
INV-109701,PO-209701,293.5,0.11,325.79,325.79,2025-08-30 04:03:25.085644,2025-09-29 04:03:25.085644,Vendor_18,ItemList,POList,0
INV-109702,PO-209702,744.07,0.09,824.46,824.46,2025-08-18 04:03:25.085653,2025-09-17 04:03:25.085653,Vendor_7,ItemList,POList,1
INV-109703,PO-209703,820.05,0.13,926.66,926.66,2025-08-20 04:03:25.085661,2025-09-19 04:03:25.085661,Vendor_20,ItemList,POList,0
INV-109704,PO-209704,411.5,0.1,452.65,452.65,2025-08-10 04:03:25.085671,2025-09-09 04:03:25.085671,Vendor_7,ItemList,POList,0
INV-109705,PO-209705,255.35,0.14,291.1,291.1,2025-08-08 04:03:25.085678,2025-09-07 04:03:25.085678,Vendor_18,ItemList,POList,0
INV-109706,PO-209706,102.37,0.1,112.61,112.61,2025-08-24 04:03:25.085687,2025-09-23 04:03:25.085687,Vendor_13,ItemList,POList,0
INV-109707,PO-209707,505.81,0.12,566.51,566.51,2025-08-28 04:03:25.085696,2025-09-27 04:03:25.085696,Vendor_14,ItemList,POList,0
INV-109708,PO-209708,417.19,0.15,515.92,515.92,2025-08-23 04:03:25.085702,2025-09-22 04:03:25.085702,Vendor_4,ItemList,POList,1
INV-109709,PO-209709,599.42,0.06,672.39,672.39,2025-08-31 04:03:25.085707,2025-09-30 04:03:25.085707,Vendor_8,ItemList,POList,1
INV-109710,PO-209710,269.24,0.12,317.06,317.06,2025-08-29 04:03:25.085712,2025-09-28 04:03:25.085712,Vendor_7,ItemList,POList,1
INV-109711,PO-209711,873.7,0.06,931.4,931.4,2025-08-12 04:03:25.085717,2025-09-11 04:03:25.085717,Vendor_4,ItemList,POList,1
INV-109712,PO-209712,331.98,0.13,375.14,375.14,2025-08-08 04:03:25.085723,2025-09-07 04:03:25.085723,Vendor_12,ItemList,POList,0
INV-109713,PO-209713,303.79,0.11,337.21,337.21,2025-09-01 04:03:25.085733,2025-10-01 04:03:25.085733,Vendor_11,ItemList,POList,0
INV-109714,PO-209714,532.64,0.14,642.11,642.11,2025-09-02 04:03:25.085738,2025-10-02 04:03:25.085738,Vendor_6,ItemList,POList,1
INV-109715,PO-209715,548.97,0.14,658.6,658.6,2025-08-07 04:03:25.085743,2025-09-06 04:03:25.085743,Vendor_1,ItemList,POList,1
INV-109716,PO-209716,293.58,0.06,311.19,311.19,2025-08-17 04:03:25.085748,2025-09-16 04:03:25.085748,Vendor_13,ItemList,POList,0
INV-109717,PO-209717,344.67,0.06,399.59,399.59,2025-08-08 04:03:25.085753,2025-09-07 04:03:25.085753,Vendor_11,ItemList,POList,1
INV-109718,PO-209718,252.73,0.11,292.57,292.57,2025-08-15 04:03:25.085758,2025-09-14 04:03:25.085758,Vendor_1,ItemList,POList,1
INV-109719,PO-209719,746.61,0.1,853.44,853.44,2025-08-20 04:03:25.085763,2025-09-19 04:03:25.085763,Vendor_13,ItemList,POList,1
INV-109720,PO-209720,793.08,0.07,877.97,877.97,2025-08-19 04:03:25.085768,2025-09-18 04:03:25.085768,Vendor_7,ItemList,POList,1
INV-109721,PO-209721,516.1,0.06,572.43,572.43,2025-09-01 04:03:25.085773,2025-10-01 04:03:25.085773,Vendor_15,ItemList,POList,1
INV-109722,PO-209722,742.68,0.11,824.37,824.37,2025-08-06 04:03:25.085782,2025-09-05 04:03:25.085782,Vendor_8,ItemList,POList,0
INV-109723,PO-209723,762.34,0.05,840.42,840.42,2025-08-19 04:03:25.085790,2025-09-18 04:03:25.085790,Vendor_3,ItemList,POList,1
INV-109724,PO-209724,224.45,0.14,255.87,255.87,2025-08-10 04:03:25.085799,2025-09-09 04:03:25.085799,Vendor_9,ItemList,POList,0
INV-109725,PO-209725,969.56,0.13,1095.6,1095.6,2025-08-19 04:03:25.085808,2025-09-18 04:03:25.085808,Vendor_20,ItemList,POList,0
INV-109726,PO-209726,838.93,0.13,947.99,947.99,2025-08-17 04:03:25.085815,2025-09-16 04:03:25.085815,Vendor_12,ItemList,POList,0
INV-109727,PO-209727,284.04,0.05,320.72,320.72,2025-08-07 04:03:25.085820,2025-09-06 04:03:25.085820,Vendor_2,ItemList,POList,1
INV-109728,PO-209728,267.55,0.05,280.93,280.93,2025-08-23 04:03:25.085825,2025-09-22 04:03:25.085825,Vendor_3,ItemList,POList,0
INV-109729,PO-209729,213.1,0.1,255.31,255.31,2025-08-16 04:03:25.085831,2025-09-15 04:03:25.085831,Vendor_7,ItemList,POList,1
INV-109730,PO-209730,224.54,0.15,287.57,287.57,2025-08-16 04:03:25.085840,2025-09-15 04:03:25.085840,Vendor_14,ItemList,POList,1
INV-109731,PO-209731,773.35,0.08,835.22,835.22,2025-08-21 04:03:25.085849,2025-09-20 04:03:25.085849,Vendor_10,ItemList,POList,0
INV-109732,PO-209732,522.69,0.08,564.51,564.51,2025-08-28 04:03:25.085856,2025-09-27 04:03:25.085856,Vendor_20,ItemList,POList,0
INV-109733,PO-209733,804.64,0.06,852.92,852.92,2025-08-12 04:03:25.085862,2025-09-11 04:03:25.085862,Vendor_16,ItemList,POList,0
INV-109734,PO-209734,771.63,0.12,864.23,864.23,2025-08-29 04:03:25.085867,2025-09-28 04:03:25.085867,Vendor_4,ItemList,POList,0
INV-109735,PO-209735,644.15,0.11,762.5,762.5,2025-08-17 04:03:25.085872,2025-09-16 04:03:25.085872,Vendor_18,ItemList,POList,1
INV-109736,PO-209736,717.73,0.06,760.79,760.79,2025-08-31 04:03:25.085877,2025-09-30 04:03:25.085877,Vendor_19,ItemList,POList,0
INV-109737,PO-209737,116.52,0.1,128.17,128.17,2025-08-16 04:03:25.085882,2025-09-15 04:03:25.085882,Vendor_6,ItemList,POList,0
INV-109738,PO-209738,380.6,0.12,426.27,426.27,2025-08-20 04:03:25.085887,2025-09-19 04:03:25.085887,Vendor_9,ItemList,POList,0
INV-109739,PO-209739,674.04,0.1,741.44,741.44,2025-08-25 04:03:25.085892,2025-09-24 04:03:25.085892,Vendor_4,ItemList,POList,0
INV-109740,PO-209740,108.41,0.12,121.42,121.42,2025-08-15 04:03:25.085897,2025-09-14 04:03:25.085897,Vendor_20,ItemList,POList,0
INV-109741,PO-209741,129.68,0.13,146.54,146.54,2025-08-24 04:03:25.085903,2025-09-23 04:03:25.085903,Vendor_11,ItemList,POList,0
INV-109742,PO-209742,866.7,0.12,991.2,991.2,2025-08-13 04:03:25.085908,2025-09-12 04:03:25.085908,Vendor_13,ItemList,POList,1
INV-109743,PO-209743,715.62,0.11,794.34,794.34,2025-08-23 04:03:25.085913,2025-09-22 04:03:25.085913,Vendor_5,ItemList,POList,0
INV-109744,PO-209744,338.83,0.14,386.27,386.27,2025-08-24 04:03:25.085918,2025-09-23 04:03:25.085918,Vendor_11,ItemList,POList,0
INV-109745,PO-209745,719.17,0.14,844.89,844.89,2025-08-12 04:03:25.085923,2025-09-11 04:03:25.085923,Vendor_6,ItemList,POList,1
INV-109746,PO-209746,813.21,0.09,903.38,903.38,2025-09-02 04:03:25.085928,2025-10-02 04:03:25.085928,Vendor_11,ItemList,POList,1
INV-109747,PO-209747,376.11,0.07,402.44,402.44,2025-08-17 04:03:25.085933,2025-09-16 04:03:25.085933,Vendor_16,ItemList,POList,0
INV-109748,PO-209748,132.43,0.13,149.65,149.65,2025-08-06 04:03:25.085938,2025-09-05 04:03:25.085938,Vendor_3,ItemList,POList,0
INV-109749,PO-209749,939.5,0.07,1040.85,1040.85,2025-08-23 04:03:25.085943,2025-09-22 04:03:25.085943,Vendor_11,ItemList,POList,1
INV-109750,PO-209750,410.66,0.14,468.15,468.15,2025-08-17 04:03:25.085949,2025-09-16 04:03:25.085949,Vendor_1,ItemList,POList,0
INV-109751,PO-209751,195.83,0.05,205.62,205.62,2025-08-31 04:03:25.085954,2025-09-30 04:03:25.085954,Vendor_20,ItemList,POList,0
INV-109752,PO-209752,542.67,0.14,618.64,618.64,2025-09-02 04:03:25.085959,2025-10-02 04:03:25.085959,Vendor_19,ItemList,POList,0
INV-109753,PO-209753,791.62,0.11,878.7,878.7,2025-08-23 04:03:25.085964,2025-09-22 04:03:25.085964,Vendor_15,ItemList,POList,0
INV-109754,PO-209754,299.48,0.13,338.41,338.41,2025-08-15 04:03:25.085969,2025-09-14 04:03:25.085969,Vendor_13,ItemList,POList,0
INV-109755,PO-209755,342.54,0.09,373.37,373.37,2025-08-28 04:03:25.085974,2025-09-27 04:03:25.085974,Vendor_17,ItemList,POList,0
INV-109756,PO-209756,318.44,0.15,366.21,366.21,2025-08-31 04:03:25.085979,2025-09-30 04:03:25.085979,Vendor_8,ItemList,POList,0
INV-109757,PO-209757,992.51,0.07,1061.99,1061.99,2025-08-06 04:03:25.085984,2025-09-05 04:03:25.085984,Vendor_17,ItemList,POList,0
INV-109758,PO-209758,277.66,0.08,321.26,321.26,2025-08-12 04:03:25.085990,2025-09-11 04:03:25.085990,Vendor_19,ItemList,POList,1
INV-109759,PO-209759,617.97,0.06,691.22,691.22,2025-08-11 04:03:25.085995,2025-09-10 04:03:25.085995,Vendor_1,ItemList,POList,1
INV-109760,PO-209760,932.74,0.14,1063.32,1063.32,2025-08-05 04:03:25.086000,2025-09-04 04:03:25.086000,Vendor_8,ItemList,POList,0
INV-109761,PO-209761,232.21,0.1,255.43,255.43,2025-08-18 04:03:25.086005,2025-09-17 04:03:25.086005,Vendor_1,ItemList,POList,0
INV-109762,PO-209762,973.77,0.12,1102.18,1102.18,2025-08-12 04:03:25.086011,2025-09-11 04:03:25.086011,Vendor_20,ItemList,POList,1
INV-109763,PO-209763,952.73,0.12,1083.93,1083.93,2025-08-31 04:03:25.086019,2025-09-30 04:03:25.086019,Vendor_4,ItemList,POList,1
INV-109764,PO-209764,896.11,0.14,1021.57,1021.57,2025-08-05 04:03:25.086028,2025-09-04 04:03:25.086028,Vendor_10,ItemList,POList,0
INV-109765,PO-209765,293.1,0.12,342.56,342.56,2025-09-03 04:03:25.086036,2025-10-03 04:03:25.086036,Vendor_8,ItemList,POList,1
INV-109766,PO-209766,670.65,0.11,784.4,784.4,2025-08-29 04:03:25.086215,2025-09-28 04:03:25.086215,Vendor_14,ItemList,POList,1
INV-109767,PO-209767,784.8,0.12,878.98,878.98,2025-08-21 04:03:25.086246,2025-09-20 04:03:25.086246,Vendor_8,ItemList,POList,0
INV-109768,PO-209768,987.43,0.13,1115.8,1115.8,2025-08-25 04:03:25.086253,2025-09-24 04:03:25.086253,Vendor_20,ItemList,POList,0
INV-109769,PO-209769,262.38,0.07,289.78,289.78,2025-08-28 04:03:25.086258,2025-09-27 04:03:25.086258,Vendor_3,ItemList,POList,1
INV-109770,PO-209770,789.42,0.06,836.79,836.79,2025-08-08 04:03:25.086264,2025-09-07 04:03:25.086264,Vendor_2,ItemList,POList,0
INV-109771,PO-209771,404.92,0.06,429.22,429.22,2025-08-10 04:03:25.086269,2025-09-09 04:03:25.086269,Vendor_5,ItemList,POList,0
INV-109772,PO-209772,258.06,0.09,297.62,297.62,2025-08-05 04:03:25.086277,2025-09-04 04:03:25.086277,Vendor_12,ItemList,POList,1
INV-109773,PO-209773,479.24,0.1,527.16,527.16,2025-08-07 04:03:25.086309,2025-09-06 04:03:25.086309,Vendor_16,ItemList,POList,0
INV-109774,PO-209774,814.45,0.11,931.87,931.87,2025-09-01 04:03:25.086323,2025-10-01 04:03:25.086323,Vendor_10,ItemList,POList,1
INV-109775,PO-209775,518.36,0.15,596.11,596.11,2025-08-25 04:03:25.086331,2025-09-24 04:03:25.086331,Vendor_7,ItemList,POList,0
INV-109776,PO-209776,583.77,0.08,639.42,639.42,2025-08-06 04:03:25.086336,2025-09-05 04:03:25.086336,Vendor_5,ItemList,POList,1
INV-109777,PO-209777,995.64,0.13,1125.07,1125.07,2025-08-21 04:03:25.086341,2025-09-20 04:03:25.086341,Vendor_13,ItemList,POList,0
INV-109778,PO-209778,459.2,0.1,505.12,505.12,2025-08-13 04:03:25.086346,2025-09-12 04:03:25.086346,Vendor_7,ItemList,POList,0
INV-109779,PO-209779,653.86,0.07,699.63,699.63,2025-09-02 04:03:25.086352,2025-10-02 04:03:25.086352,Vendor_2,ItemList,POList,0
INV-109780,PO-209780,428.72,0.11,475.88,475.88,2025-08-12 04:03:25.086357,2025-09-11 04:03:25.086357,Vendor_8,ItemList,POList,0
INV-109781,PO-209781,453.51,0.15,521.54,521.54,2025-08-23 04:03:25.086362,2025-09-22 04:03:25.086362,Vendor_20,ItemList,POList,0
INV-109782,PO-209782,726.08,0.06,769.64,769.64,2025-08-19 04:03:25.086367,2025-09-18 04:03:25.086367,Vendor_15,ItemList,POList,0
INV-109783,PO-209783,944.1,0.1,1044.01,1044.01,2025-08-10 04:03:25.086373,2025-09-09 04:03:25.086373,Vendor_11,ItemList,POList,1
INV-109784,PO-209784,588.12,0.06,659.51,659.51,2025-08-28 04:03:25.086378,2025-09-27 04:03:25.086378,Vendor_5,ItemList,POList,1
INV-109785,PO-209785,791.56,0.08,854.88,854.88,2025-09-03 04:03:25.086383,2025-10-03 04:03:25.086383,Vendor_9,ItemList,POList,0
INV-109786,PO-209786,180.29,0.11,200.12,200.12,2025-08-10 04:03:25.086388,2025-09-09 04:03:25.086388,Vendor_11,ItemList,POList,0
INV-109787,PO-209787,290.04,0.13,360.36,360.36,2025-08-12 04:03:25.086394,2025-09-11 04:03:25.086394,Vendor_2,ItemList,POList,1
INV-109788,PO-209788,551.92,0.12,618.15,618.15,2025-08-07 04:03:25.086399,2025-09-06 04:03:25.086399,Vendor_17,ItemList,POList,0
INV-109789,PO-209789,118.01,0.1,129.81,129.81,2025-08-16 04:03:25.086404,2025-09-15 04:03:25.086404,Vendor_14,ItemList,POList,0
INV-109790,PO-209790,327.57,0.14,373.43,373.43,2025-08-24 04:03:25.086409,2025-09-23 04:03:25.086409,Vendor_10,ItemList,POList,0
INV-109791,PO-209791,565.66,0.08,610.91,610.91,2025-08-12 04:03:25.086415,2025-09-11 04:03:25.086415,Vendor_1,ItemList,POList,0
INV-109792,PO-209792,113.47,0.13,133.6,133.6,2025-08-15 04:03:25.086420,2025-09-14 04:03:25.086420,Vendor_8,ItemList,POList,1
INV-109793,PO-209793,338.09,0.1,371.9,371.9,2025-08-30 04:03:25.086425,2025-09-29 04:03:25.086425,Vendor_11,ItemList,POList,0
INV-109794,PO-209794,562.63,0.14,648.58,648.58,2025-08-31 04:03:25.086430,2025-09-30 04:03:25.086430,Vendor_11,ItemList,POList,1
INV-109795,PO-209795,615.83,0.13,695.89,695.89,2025-08-30 04:03:25.086436,2025-09-29 04:03:25.086436,Vendor_8,ItemList,POList,0
INV-109796,PO-209796,933.18,0.14,1078.7,1078.7,2025-08-19 04:03:25.086441,2025-09-18 04:03:25.086441,Vendor_7,ItemList,POList,1
INV-109797,PO-209797,680.81,0.07,774.24,774.24,2025-08-17 04:03:25.086446,2025-09-16 04:03:25.086446,Vendor_18,ItemList,POList,1
INV-109798,PO-209798,473.26,0.12,564.42,564.42,2025-08-28 04:03:25.086451,2025-09-27 04:03:25.086451,Vendor_2,ItemList,POList,1
INV-109799,PO-209799,937.32,0.12,1049.8,1049.8,2025-08-26 04:03:25.086457,2025-09-25 04:03:25.086457,Vendor_8,ItemList,POList,0
INV-109800,PO-209800,806.39,0.12,903.16,903.16,2025-08-30 04:03:25.086462,2025-09-29 04:03:25.086462,Vendor_8,ItemList,POList,0
INV-109801,PO-209801,280.01,0.1,308.01,308.01,2025-09-03 04:03:25.086467,2025-10-03 04:03:25.086467,Vendor_20,ItemList,POList,0
INV-109802,PO-209802,217.76,0.05,228.65,228.65,2025-08-17 04:03:25.086472,2025-09-16 04:03:25.086472,Vendor_13,ItemList,POList,0
INV-109803,PO-209803,708.23,0.08,764.89,764.89,2025-08-18 04:03:25.086478,2025-09-17 04:03:25.086478,Vendor_17,ItemList,POList,0
INV-109804,PO-209804,603.89,0.08,693.43,693.43,2025-08-26 04:03:25.086483,2025-09-25 04:03:25.086483,Vendor_11,ItemList,POList,1
INV-109805,PO-209805,810.71,0.14,924.21,924.21,2025-08-13 04:03:25.086488,2025-09-12 04:03:25.086488,Vendor_6,ItemList,POList,0
INV-109806,PO-209806,764.92,0.13,903.54,903.54,2025-08-28 04:03:25.086493,2025-09-27 04:03:25.086493,Vendor_15,ItemList,POList,1
INV-109807,PO-209807,662.69,0.06,702.45,702.45,2025-08-07 04:03:25.086498,2025-09-06 04:03:25.086498,Vendor_1,ItemList,POList,0
INV-109808,PO-209808,987.74,0.14,1126.02,1126.02,2025-08-27 04:03:25.086504,2025-09-26 04:03:25.086504,Vendor_3,ItemList,POList,0
INV-109809,PO-209809,580.23,0.07,620.85,620.85,2025-08-16 04:03:25.086509,2025-09-15 04:03:25.086509,Vendor_16,ItemList,POList,0
INV-109810,PO-209810,201.8,0.09,269.2,269.2,2025-08-13 04:03:25.086514,2025-09-12 04:03:25.086514,Vendor_3,ItemList,POList,1
INV-109811,PO-209811,845.45,0.07,904.63,904.63,2025-08-16 04:03:25.086519,2025-09-15 04:03:25.086519,Vendor_7,ItemList,POList,0
INV-109812,PO-209812,326.67,0.14,420.16,420.16,2025-08-30 04:03:25.086525,2025-09-29 04:03:25.086525,Vendor_2,ItemList,POList,1
INV-109813,PO-209813,799.57,0.12,895.52,895.52,2025-08-15 04:03:25.086531,2025-09-14 04:03:25.086531,Vendor_5,ItemList,POList,0
INV-109814,PO-209814,961.4,0.09,1055.95,1055.95,2025-08-23 04:03:25.086540,2025-09-22 04:03:25.086540,Vendor_7,ItemList,POList,1
INV-109815,PO-209815,727.12,0.12,814.37,814.37,2025-08-31 04:03:25.086549,2025-09-30 04:03:25.086549,Vendor_5,ItemList,POList,0
INV-109816,PO-209816,636.43,0.07,680.98,680.98,2025-08-13 04:03:25.086557,2025-09-12 04:03:25.086557,Vendor_3,ItemList,POList,0
INV-109817,PO-209817,514.35,0.09,560.64,560.64,2025-08-09 04:03:25.086566,2025-09-08 04:03:25.086566,Vendor_6,ItemList,POList,0
INV-109818,PO-209818,427.97,0.09,466.49,466.49,2025-08-14 04:03:25.086585,2025-09-13 04:03:25.086585,Vendor_19,ItemList,POList,0
INV-109819,PO-209819,417.7,0.07,446.94,446.94,2025-08-13 04:03:25.086591,2025-09-12 04:03:25.086591,Vendor_18,ItemList,POList,0
INV-109820,PO-209820,672.74,0.14,766.92,766.92,2025-08-05 04:03:25.086596,2025-09-04 04:03:25.086596,Vendor_7,ItemList,POList,0
INV-109821,PO-209821,776.15,0.12,869.29,869.29,2025-08-17 04:03:25.086601,2025-09-16 04:03:25.086601,Vendor_8,ItemList,POList,0
INV-109822,PO-209822,710.67,0.08,767.52,767.52,2025-08-24 04:03:25.086606,2025-09-23 04:03:25.086606,Vendor_17,ItemList,POList,0
INV-109823,PO-209823,278.57,0.07,304.09,304.09,2025-08-16 04:03:25.086611,2025-09-15 04:03:25.086611,Vendor_3,ItemList,POList,1
INV-109824,PO-209824,544.59,0.05,599.19,599.19,2025-08-15 04:03:25.086616,2025-09-14 04:03:25.086616,Vendor_14,ItemList,POList,1
INV-109825,PO-209825,812.48,0.08,877.48,877.48,2025-08-13 04:03:25.086622,2025-09-12 04:03:25.086622,Vendor_15,ItemList,POList,0
INV-109826,PO-209826,528.13,0.1,598.17,598.17,2025-09-02 04:03:25.086627,2025-10-02 04:03:25.086627,Vendor_10,ItemList,POList,1
INV-109827,PO-209827,582.96,0.08,629.6,629.6,2025-08-19 04:03:25.086632,2025-09-18 04:03:25.086632,Vendor_6,ItemList,POList,0
INV-109828,PO-209828,794.02,0.12,917.01,917.01,2025-09-02 04:03:25.086640,2025-10-02 04:03:25.086640,Vendor_7,ItemList,POList,1
INV-109829,PO-209829,695.14,0.09,757.7,757.7,2025-09-01 04:03:25.086649,2025-10-01 04:03:25.086649,Vendor_8,ItemList,POList,0
INV-109830,PO-209830,468.41,0.08,505.88,505.88,2025-08-17 04:03:25.086658,2025-09-16 04:03:25.086658,Vendor_14,ItemList,POList,0
INV-109831,PO-209831,905.87,0.14,1032.69,1032.69,2025-09-01 04:03:25.086667,2025-10-01 04:03:25.086667,Vendor_6,ItemList,POList,0
INV-109832,PO-209832,246.31,0.08,266.01,266.01,2025-08-16 04:03:25.086677,2025-09-15 04:03:25.086677,Vendor_20,ItemList,POList,0
INV-109833,PO-209833,995.96,0.09,1085.6,1085.6,2025-08-18 04:03:25.086684,2025-09-17 04:03:25.086684,Vendor_8,ItemList,POList,0
INV-109834,PO-209834,206.97,0.09,225.6,225.6,2025-08-13 04:03:25.086689,2025-09-12 04:03:25.086689,Vendor_10,ItemList,POList,0
INV-109835,PO-209835,113.45,0.07,121.39,121.39,2025-08-26 04:03:25.086694,2025-09-25 04:03:25.086694,Vendor_10,ItemList,POList,0
INV-109836,PO-209836,901.02,0.07,973.17,973.17,2025-08-14 04:03:25.086699,2025-09-13 04:03:25.086699,Vendor_19,ItemList,POList,1
INV-109837,PO-209837,320.46,0.08,346.1,346.1,2025-08-10 04:03:25.086704,2025-09-09 04:03:25.086704,Vendor_15,ItemList,POList,0
INV-109838,PO-209838,756.73,0.14,862.67,862.67,2025-08-23 04:03:25.086709,2025-09-22 04:03:25.086709,Vendor_7,ItemList,POList,0
INV-109839,PO-209839,829.91,0.13,937.8,937.8,2025-08-14 04:03:25.086728,2025-09-13 04:03:25.086728,Vendor_9,ItemList,POList,0
INV-109840,PO-209840,873.09,0.12,1023.76,1023.76,2025-08-19 04:03:25.086738,2025-09-18 04:03:25.086738,Vendor_16,ItemList,POList,1
INV-109841,PO-209841,992.43,0.1,1131.51,1131.51,2025-08-25 04:03:25.086744,2025-09-24 04:03:25.086744,Vendor_3,ItemList,POList,1
INV-109842,PO-209842,364.64,0.1,401.1,401.1,2025-09-03 04:03:25.086758,2025-10-03 04:03:25.086758,Vendor_12,ItemList,POList,0
INV-109843,PO-209843,739.22,0.08,828.2,828.2,2025-08-12 04:03:25.086768,2025-09-11 04:03:25.086768,Vendor_13,ItemList,POList,1
INV-109844,PO-209844,203.86,0.06,242.02,242.02,2025-08-22 04:03:25.086778,2025-09-21 04:03:25.086778,Vendor_13,ItemList,POList,1
INV-109845,PO-209845,466.13,0.08,503.42,503.42,2025-08-06 04:03:25.086786,2025-09-05 04:03:25.086786,Vendor_6,ItemList,POList,0
INV-109846,PO-209846,863.17,0.1,975.57,975.57,2025-08-08 04:03:25.086795,2025-09-07 04:03:25.086795,Vendor_16,ItemList,POList,1
INV-109847,PO-209847,430.89,0.06,456.74,456.74,2025-08-13 04:03:25.086802,2025-09-12 04:03:25.086802,Vendor_15,ItemList,POList,0
INV-109848,PO-209848,631.99,0.06,669.91,669.91,2025-08-20 04:03:25.086810,2025-09-19 04:03:25.086810,Vendor_14,ItemList,POList,0
INV-109849,PO-209849,553.4,0.08,630.41,630.41,2025-08-09 04:03:25.086831,2025-09-08 04:03:25.086831,Vendor_17,ItemList,POList,1
INV-109850,PO-209850,681.36,0.09,742.68,742.68,2025-08-23 04:03:25.086837,2025-09-22 04:03:25.086837,Vendor_20,ItemList,POList,0
INV-109851,PO-209851,975.6,0.09,1063.4,1063.4,2025-08-19 04:03:25.086852,2025-09-18 04:03:25.086852,Vendor_14,ItemList,POList,0
INV-109852,PO-209852,150.16,0.06,159.17,159.17,2025-08-28 04:03:25.086858,2025-09-27 04:03:25.086858,Vendor_5,ItemList,POList,0
INV-109853,PO-209853,616.57,0.07,689.27,689.27,2025-08-19 04:03:25.086863,2025-09-18 04:03:25.086863,Vendor_16,ItemList,POList,1
INV-109854,PO-209854,876.73,0.08,973.57,973.57,2025-08-16 04:03:25.086869,2025-09-15 04:03:25.086869,Vendor_1,ItemList,POList,1
INV-109855,PO-209855,533.24,0.06,600.8,600.8,2025-08-20 04:03:25.086874,2025-09-19 04:03:25.086874,Vendor_13,ItemList,POList,1
INV-109856,PO-209856,170.67,0.08,184.32,184.32,2025-08-15 04:03:25.086879,2025-09-14 04:03:25.086879,Vendor_14,ItemList,POList,0
INV-109857,PO-209857,604.49,0.06,680.18,680.18,2025-08-11 04:03:25.086884,2025-09-10 04:03:25.086884,Vendor_3,ItemList,POList,1
INV-109858,PO-209858,398.87,0.12,446.73,446.73,2025-08-29 04:03:25.086889,2025-09-28 04:03:25.086889,Vendor_10,ItemList,POList,0
INV-109859,PO-209859,239.45,0.09,294.93,294.93,2025-08-20 04:03:25.086894,2025-09-19 04:03:25.086894,Vendor_20,ItemList,POList,1
INV-109860,PO-209860,864.13,0.08,933.26,933.26,2025-08-14 04:03:25.086903,2025-09-13 04:03:25.086903,Vendor_18,ItemList,POList,0
